stress_axis,stress_level,method,goal_success,ci95_success,late_success,unsafe_failure,stale_execution,total_cost,half_life_error,safety_utility
combined,0.75,skill_half_life_scheduler_v5,0.80000,0.01252,0.75250,0.00188,0.00000,1.12421,0.13622,0.78096
combined,0.75,oracle_shift_aware_scheduler,0.84562,0.02491,0.85750,0.00063,0.00000,1.12878,0.00000,0.82705
combined,1.00,domain_randomized_clone,0.47000,0.02080,0.19500,0.28438,0.61938,1.24172,0.75463,-0.02468
combined,1.00,conformal_risk_gate,0.79688,0.02201,0.78500,0.00375,0.00000,1.16470,0.10196,0.77052
combined,1.00,ensemble_uncertainty_gate,0.78438,0.02275,0.77750,0.00375,0.00000,1.16509,0.11256,0.75796
combined,1.00,bayesian_skill_survival,0.84125,0.01753,0.79750,0.00250,0.00000,1.18427,0.19510,0.81325
combined,1.00,cvar_lifetime_guard,0.85687,0.01511,0.84500,0.00125,0.00000,1.24045,0.13428,0.82211
combined,1.00,skill_half_life_scheduler_v5,0.80438,0.01933,0.78250,0.00375,0.00000,1.15366,0.15034,0.77956
combined,1.00,oracle_shift_aware_scheduler,0.82500,0.02497,0.80750,0.00125,0.00000,1.15509,0.00000,0.80219
combined,1.25,domain_randomized_clone,0.44938,0.00974,0.17500,0.32312,0.64750,1.27465,0.82505,-0.09357
combined,1.25,conformal_risk_gate,0.79500,0.01833,0.78500,0.00375,0.00000,1.20195,0.11355,0.76343
combined,1.25,ensemble_uncertainty_gate,0.81500,0.01772,0.82250,0.00313,0.00000,1.20073,0.12264,0.78415
combined,1.25,bayesian_skill_survival,0.83125,0.01664,0.84500,0.00063,0.00000,1.21551,0.20441,0.80053
combined,1.25,cvar_lifetime_guard,0.83375,0.02060,0.80750,0.00125,0.00000,1.25391,0.14644,0.79710
combined,1.25,skill_half_life_scheduler_v5,0.78625,0.02613,0.77000,0.00625,0.00000,1.18406,0.16479,0.75498
combined,1.25,oracle_shift_aware_scheduler,0.82937,0.01473,0.78500,0.00000,0.00000,1.18251,0.00000,0.80382
combined,1.50,domain_randomized_clone,0.39750,0.02282,0.12500,0.37750,0.66375,1.32088,0.87504,-0.20530
combined,1.50,conformal_risk_gate,0.81250,0.01528,0.79750,0.00313,0.00000,1.22949,0.11627,0.77762
combined,1.50,ensemble_uncertainty_gate,0.81000,0.01186,0.80750,0.00250,0.00000,1.22590,0.12445,0.77617
combined,1.50,bayesian_skill_survival,0.83875,0.01778,0.81000,0.00063,0.00000,1.24068,0.20968,0.80450
combined,1.50,cvar_lifetime_guard,0.82188,0.01320,0.81250,0.00125,0.00000,1.25976,0.15451,0.78441
combined,1.50,skill_half_life_scheduler_v5,0.79187,0.01836,0.74500,0.00688,0.00000,1.21094,0.16687,0.75629
combined,1.50,oracle_shift_aware_scheduler,0.82625,0.00980,0.80750,0.00063,0.00000,1.20699,0.00000,0.79672
